token,label
"('form', 'generar')","('misc', None)"
"('form', 'otro')","('misc', None)"
"('form', 'tipo')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'vínculo')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Eso')","('misc', None)"
"('form', 'nunca')","('misc', None)"
"('form', 'hubiese')","('misc', None)"
"('form', 'sucedido')","('misc', None)"
"('form', 'si')","('misc', None)"
"('form', 'no')","('misc', None)"
"('form', 'estaba')","('misc', None)"
"('form', 'uno')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'nuestros')","('misc', None)"
"('form', 'perros')","('misc', None)"
"('form', 'ahí')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'cuenta')","('misc', None)"
"('form', 'Margarita')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'El')","('misc', None)"
"('form', 'perro')","('misc', None)"
"('form', 'como')","('misc', None)"
"('form', 'compañía')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'oficina')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'una')","('misc', None)"
"('form', 'opción')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'suma')","('misc', None)"
"('form', 'adeptos')","('misc', None)"
"('form', 'Margarita')","('misc', None)"
"('form', 'cree')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'los')","('misc', None)"
"('form', 'animales')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'el')","('misc', None)"
"('form', 'entorno')","('misc', None)"
"('form', 'laboral')","('misc', None)"
"('form', 'descontracturan')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'relajan')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', 'motivan')","('misc', None)"
"('form', 'porque')","('misc', None)"
"('form', 'son')","('misc', None)"
"('form', 'una')","('misc', None)"
"('form', 'conexión')","('misc', None)"
"('form', 'con')","('misc', None)"
"('form', 'el')","('misc', None)"
"('form', 'placer')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', 'Es')","('misc', None)"
"('form', 'un')","('misc', None)"
"('form', 'momento')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'pausa')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'genera')","('misc', None)"
"('form', 'unión')","('misc', None)"
"('form', 'entre')","('misc', None)"
"('form', 'los')","('misc', None)"
"('form', 'compañeros')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Cada')","('misc', None)"
"('form', 'uno')","('misc', None)"
"('form', 'sale')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'su')","('misc', None)"
"('form', 'computadora')","('misc', None)"
"('form', 'o')","('misc', None)"
"('form', 'su')","('misc', None)"
"('form', 'teléfono')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', 'comparte')","('misc', None)"
"('form', 'ese')","('misc', None)"
"('form', 'momento')","('misc', None)"
"('form', 'con')","('misc', None)"
"('form', 'los')","('misc', None)"
"('form', 'otros')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'los')","('misc', None)"
"('form', 'conoce')","('misc', None)"
"('form', 'más')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'sostiene')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Alicia')","('misc', None)"
"('form', ""Dell'Arciprette"")","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'directora')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'Asociación')","('misc', None)"
"('form', 'Argentina')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'Terapia')","('misc', None)"
"('form', 'Asistida')","('misc', None)"
"('form', 'con')","('misc', None)"
"('form', 'Perros')","('misc', None)"
"('form', '(')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', 'Tacop')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ')')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'es')","('misc', None)"
"('form', 'otra')","('misc', None)"
"('form', 'especialista')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'el')","('misc', None)"
"('form', 'tema')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', 'El')","('misc', None)"
"('form', 'contacto')","('misc', None)"
"('form', 'con')","('misc', None)"
"('form', 'un')","('misc', None)"
"('form', 'animal')","('misc', None)"
"('form', 'tiene')","('misc', None)"
"('form', 'beneficios')","('misc', None)"
"('form', 'emocionales')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', 'físicos')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Sólo')","('misc', None)"
"('form', 'con')","('misc', None)"
"('form', 'acariciarlo')","('misc', None)"
"('form', 'te')","('misc', None)"
"('form', 'baja')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'presión')","('misc', None)"
"('form', 'sanguínea')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'te')","('misc', None)"
"('form', 'ayuda')","('misc', None)"
"('form', 'a')","('misc', None)"
"('form', 'disminuir')","('misc', None)"
"('form', 'el')","('misc', None)"
"('form', 'nivel')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'stress')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', 'te')","('misc', None)"
"('form', 'relaja')","('misc', None)"
"('form', 'para')","('misc', None)"
"('form', 'trabajar')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'explica')","('misc', None)"
"('form', 'Alicia')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Pero')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'más')","('misc', None)"
"('form', 'allá')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'lo')","('misc', None)"
"('form', 'beneficiosos')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'puede')","('misc', None)"
"('form', 'ser')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'Alicia')","('misc', None)"
"('form', 'aclara')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'es')","('misc', None)"
"('form', 'elemental')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'estos')","('misc', None)"
"('form', 'animales')","('misc', None)"
"('form', 'estén')","('misc', None)"
"('form', 'seleccionados')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', 'adiestrados')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', 'En')","('misc', None)"
"('form', 'nuestro')","('misc', None)"
"('form', 'país')","('misc', None)"
"('form', 'no')","('misc', None)"
"('form', 'están')","('misc', None)"
"('form', 'regulados')","('misc', None)"
"('form', 'ni')","('misc', None)"
"('form', 'los')","('misc', None)"
"('form', 'perros')","('misc', None)"
"('form', 'lazarillos')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'La')","('misc', None)"
"('form', 'ley')","('misc', None)"
"('form', '26858')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'acceso')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'deambulación')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', 'permanencia')","('misc', None)"
"('form', 'para')","('misc', None)"
"('form', 'personas')","('misc', None)"
"('form', 'con')","('misc', None)"
"('form', 'discapacidad')","('misc', None)"
"('form', 'acompañados')","('misc', None)"
"('form', 'por')","('misc', None)"
"('form', 'perro')","('misc', None)"
"('form', 'guía')","('misc', None)"
"('form', 'o')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'asistencia')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'sancionada')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'el')","('misc', None)"
"('form', '2013')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'nunca')","('misc', None)"
"('form', 'fue')","('misc', None)"
"('form', 'regulada')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Tampoco')","('misc', None)"
"('form', 'hay')","('misc', None)"
"('form', 'un')","('misc', None)"
"('form', 'registro')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'estos')","('misc', None)"
"('form', 'animales')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'afirma')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Bocalán')","('misc', None)"
"('form', 'tiene')","('misc', None)"
"('form', 'diferentes')","('misc', None)"
"('form', 'tipos')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'actividades')","('misc', None)"
"('form', 'ideadas')","('misc', None)"
"('form', 'específicamente')","('misc', None)"
"('form', 'para')","('misc', None)"
"('form', 'el')","('misc', None)"
"('form', 'ámbito')","('misc', None)"
"('form', 'empresarial')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Pasean')","('misc', None)"
"('form', 'a')","('misc', None)"
"('form', 'los')","('misc', None)"
"('form', 'perros')","('misc', None)"
"('form', 'por')","('misc', None)"
"('form', 'las')","('misc', None)"
"('form', 'oficinas')","('misc', None)"
"('form', 'para')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'interactúen')","('misc', None)"
"('form', 'libremente')","('misc', None)"
"('form', 'con')","('misc', None)"
"('form', 'las')","('misc', None)"
"('form', 'personas')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'trabajan')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'el')","('misc', None)"
"('form', 'lugar')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'hacen')","('misc', None)"
"('form', 'encuentros')","('misc', None)"
"('form', 'informativos')","('misc', None)"
"('form', 'para')","('misc', None)"
"('form', 'los')","('misc', None)"
"('form', 'empleados')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', 'ejercicios')","('misc', None)"
"('form', 'para')","('misc', None)"
"('form', 'trabajar')","('misc', None)"
"('form', 'valores')","('misc', None)"
"('form', 'empresariales')","('misc', None)"
"('form', 'puntuales')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Por')","('misc', None)"
"('form', 'ejemplo')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'el')","('misc', None)"
"('form', 'año')","('misc', None)"
"('form', 'pasado')","('misc', None)"
"('form', 'Bocalán')","('misc', None)"
"('form', 'visitó')","('misc', None)"
"('form', 'tres')","('misc', None)"
"('form', 'veces')","('misc', None)"
"('form', 'Bayer')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'La')","('misc', None)"
"('form', 'empresa')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'desde')","('misc', None)"
"('form', 'su')","('misc', None)"
"('form', 'división')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'sanidad')","('misc', None)"
"('form', 'animal')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'apoya')","('misc', None)"
"('form', 'actividades')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'podrían')","('misc', None)"
"('form', 'calificarse')","('misc', None)"
"('form', 'como')","('misc', None)"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', 'pet')","('misc', None)"
"('form', 'friendly')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '""')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', 'para')","('misc', None)"
"('form', 'el')","('misc', None)"
"('form', 'día')","('misc', None)"
"('form', 'del')","('misc', None)"
"('form', 'animal')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'por')","('misc', None)"
"('form', 'primera')","('misc', None)"
"('form', 'vez')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', '12')","('misc', None)"
"('form', 'empleados')","('misc', None)"
"('form', 'concurrieron')","('misc', None)"
"('form', 'con')","('misc', None)"
"('form', 'sus')","('misc', None)"
"('form', 'perros')","('misc', None)"
"('form', 'a')","('misc', None)"
"('form', 'las')","('misc', None)"
"('form', 'instalaciones')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'empresa')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', 'Estamos')","('misc', None)"
"('form', 'evolucionando')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'a')","('misc', None)"
"('form', 'poco')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Queremos')","('misc', None)"
"('form', 'analizar')","('misc', None)"
"('form', 'bien')","('misc', None)"
"('form', 'cómo')","('misc', None)"
"('form', 'fue')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'experiencia')","('misc', None)"
"('form', 'para')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'gente')","('misc', None)"
"('form', 'con')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'idea')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'incorporar')","('misc', None)"
"('form', 'esta')","('misc', None)"
"('form', 'modalidad')","('misc', None)"
"('form', 'con')","('misc', None)"
"('form', 'el')","('misc', None)"
"('form', 'tiempo')","('misc', None)"
"('form', 'no')","('misc', None)"
"('form', 'como')","('misc', None)"
"('form', 'una')","('misc', None)"
"('form', 'actividad')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'un')","('misc', None)"
"('form', 'día')","('misc', None)"
"('form', 'sino')","('misc', None)"
"('form', 'como')","('misc', None)"
"('form', 'un')","('misc', None)"
"('form', 'programa')","('misc', None)"
"('form', 'firme')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Pero')","('misc', None)"
"('form', 'no')","('misc', None)"
"('form', 'es')","('misc', None)"
"('form', 'fácil')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Una')","('misc', None)"
"('form', 'cosa')","('misc', None)"
"('form', 'es')","('misc', None)"
"('form', 'traer')","('misc', None)"
"('form', 'perros')","('misc', None)"
"('form', 'adiestrados')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', 'otra')","('misc', None)"
"('form', 'perros')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'no')","('misc', None)"
"('form', 'se')","('misc', None)"
"('form', 'conocen')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', 'pretender')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'convivan')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'el')","('misc', None)"
"('form', 'mismo')","('misc', None)"
"('form', 'ambiente')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'señala')","('misc', None)"
"('form', 'Medellin')","('misc', None)"
"('form', 'Vanesa')","('misc', None)"
"('form', 'Helfenstein')","('misc', None)"
"('form', 'Krauss')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'encargada')","('misc', None)"
"('form', 'Salud')","('misc', None)"
"('form', 'Animal')","('misc', None)"
"('form', 'para')","('misc', None)"
"('form', 'Latinoamérica')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'Bayer')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'En')","('misc', None)"
"('form', 'el')","('misc', None)"
"('form', 'edificio')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'firma')","('misc', None)"
"('form', 'ubicado')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'Munro')","('misc', None)"
"('form', 'hay')","('misc', None)"
"('form', 'unos')","('misc', None)"
"('form', '400')","('misc', None)"
"('form', 'empleados')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', 'unos')","('misc', None)"
"('form', '1000')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'todo')","('misc', None)"
"('form', 'el')","('misc', None)"
"('form', 'país')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', 'Somos')","('misc', None)"
"('form', 'muchos')","('misc', None)"
"('form', 'pero')","('misc', None)"
"('form', 'estas')","('misc', None)"
"('form', 'actividades')","('misc', None)"
"('form', 'nos')","('misc', None)"
"('form', 'unieron')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Se')","('misc', None)"
"('form', 'generó')","('misc', None)"
"('form', 'un')","('misc', None)"
"('form', 'buen')","('misc', None)"
"('form', 'clima')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'trabajo')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', 'una')","('misc', None)"
"('form', 'mayor')","('misc', None)"
"('form', 'sensación')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'pertenencia')","('misc', None)"
"('form', '-')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', 'dice')","('misc', None)"
"('form', 'Medellin')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '-')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'A')","('misc', None)"
"('form', 'partir')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'las')","('misc', None)"
"('form', 'visitas')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'Bacalán')","('misc', None)"
"('form', 'del')","('misc', None)"
"('form', 'año')","('misc', None)"
"('form', 'pasado')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'se')","('misc', None)"
"('form', 'comunicó')","('misc', None)"
"('form', 'con')","('misc', None)"
"('form', 'nosotros')","('misc', None)"
"('form', 'gente')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'otras')","('misc', None)"
"('form', 'áreas')","('misc', None)"
"('form', 'para')","('misc', None)"
"('form', 'sumarse')","('misc', None)"
"('form', 'a')","('misc', None)"
"('form', 'lo')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'hacemos')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'La')","('misc', None)"
"('form', 'gente')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'trabaja')","('misc', None)"
"('form', 'acá')","('misc', None)"
"('form', 'quedó')","('misc', None)"
"('form', 'enamorada')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'idea')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'poder')","('misc', None)"
"('form', 'tener')","('misc', None)"
"('form', 'un')","('misc', None)"
"('form', 'animal')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'oficina')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '""')","('misc', None)"
"('form', 'ARTICLE0057')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', 'La')","('misc', None)"
"('form', 'culpa')","('misc', None)"
"('form', 'no')","('misc', None)"
"('form', 'es')","('misc', None)"
"('form', 'del')","('misc', None)"
"('form', 'sushi')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', 'Carolina')","('misc', None)"
"('form', 'Aguirre')","('misc', None)"
"('form', 'Cada')","('misc', None)"
"('form', 'vez')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'me')","('misc', None)"
"('form', 'doy')","('misc', None)"
"('form', 'una')","('misc', None)"
"('form', 'vuelta')","('misc', None)"
"('form', 'por')","('misc', None)"
"('form', 'los')","('misc', None)"
"('form', 'comentarios')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'dejan')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'reseñas')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'restaurantes')","('misc', None)"
"('form', 'o')","('misc', None)"
"('form', 'notas')","('misc', None)"
"('form', 'sobre')","('misc', None)"
"('form', 'tendencias')","('misc', None)"
"('form', 'gastronómicas')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'me')","('misc', None)"
"('form', 'asombra')","('misc', None)"
"('form', 'el')","('misc', None)"
"('form', 'odio')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'despiertan')","('misc', None)"
"('form', 'algunas')","('misc', None)"
"('form', 'modas')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'los')","('misc', None)"
"('form', 'lectores')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Por')","('misc', None)"
"('form', 'cada')","('misc', None)"
"('form', 'nota')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'sushi')","('misc', None)"
"('form', 'fusión')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'bagels')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'o')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'cocina')","('misc', None)"
"('form', 'nikkei')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'hay')","('misc', None)"
"('form', 'diez')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'veinte')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', 'a')","('misc', None)"
"('form', 'veces')","('misc', None)"
"('form', 'más')","('misc', None)"
"('form', 'foristas')","('misc', None)"
"('form', 'indignados')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'reclaman')","('misc', None)"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', 'terminar')","('misc', None)"
"('form', 'con')","('misc', None)"
"('form', 'esta')","('misc', None)"
"('form', 'estupidez')","('misc', None)"
"('form', 'inmediatamente')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'A')","('misc', None)"
"('form', 'algunos')","('misc', None)"
"('form', 'parece')","('misc', None)"
"('form', 'molestarles')","('misc', None)"
"('form', 'el')","('misc', None)"
"('form', 'precio')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'a')","('misc', None)"
"('form', 'otros')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'inclusión')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'ingredientes')","('misc', None)"
"('form', 'extranjeros')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'nuestro')","('misc', None)"
"('form', 'menú')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'aunque')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'gran')","('misc', None)"
"('form', 'mayoría')","('misc', None)"
"('form', 'concentra')","('misc', None)"
"('form', 'sus')","('misc', None)"
"('form', 'reclamos')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'el')","('misc', None)"
"('form', 'temor')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'estos')","('misc', None)"
"('form', 'nuevos')","('misc', None)"
"('form', 'productos')","('misc', None)"
"('form', 'amenacen')","('misc', None)"
"('form', 'su')","('misc', None)"
"('form', 'cultura')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'sus')","('misc', None)"
"('form', 'tradiciones')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'No')","('misc', None)"
"('form', 'quieren')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'apreciación')","('misc', None)"
"('form', 'popular')","('misc', None)"
"('form', 'los')","('misc', None)"
"('form', 'instale')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', 'haga')","('misc', None)"
"('form', 'tambalear')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'mesa')","('misc', None)"
"('form', 'del')","('misc', None)"
"('form', 'domingo')","('misc', None)"
"('form', 'tal')","('misc', None)"
"('form', 'cual')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'conocen')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', 'Déjense')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'joder')","('misc', None)"
"('form', 'con')","('misc', None)"
"('form', 'esta')","('misc', None)"
"('form', 'boludez')","('misc', None)"
"('form', 'del')","('misc', None)"
"('form', 'sushi')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'no')","('misc', None)"
"('form', 'hay')","('misc', None)"
"('form', 'nada')","('misc', None)"
"('form', 'como')","('misc', None)"
"('form', 'una')","('misc', None)"
"('form', 'buena')","('misc', None)"
"('form', 'milanesa')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
